name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review
Cozy Astoria Room in 2br Apartment- Artists Space,43233592425,verified,Serdar,Queens,Ditmars Steinway,40.78442,-73.91339,United States,US,1,flexible,Private room,2007,1170.0,234.0,1.0,14.0,2019-07-04
Astoria- Boho style bedroom with skylight,3863472588,unconfirmed,Karina,Queens,Ditmars Steinway,40.77376,-73.90484,United States,US,1,strict,Private room,2007,92.0,18.0,2.0,17.0,2019-06-24
Private Room in huge TriBeCa Loft,4289787365,verified,Josh,Manhattan,Civic Center,40.71313,-74.00681,United States,US,1,flexible,Private room,2018,950.0,190.0,2.0,3.0,2018-06-01
"Beautiful, spacious Upper West Side 1Br apartment",40112112683,unconfirmed,Gal,Manhattan,Upper West Side,40.77127,-73.98842,United States,US,1,moderate,Entire home/apt,2020,949.0,190.0,5.0,6.0,2019-06-16
"SoHo, Entire Place, Rooftop View",29856628954,verified,Bubbles,Manhattan,SoHo,40.72591,-74.00176,United States,US,0,strict,Entire home/apt,2006,431.0,86.0,1.0,0.0,
Sunny room in beautiful Brooklyn apartment,77572516768,verified,Sara,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.944,United States,US,0,moderate,Private room,2003,1122.0,224.0,10.0,0.0,
New*full floor 3BR2bath SPACIOUS FAMILY WELCOME*,76144082324,verified,Kj,Manhattan,Hell's Kitchen,40.76281,-73.98883,United States,US,0,moderate,Entire home/apt,2020,441.0,88.0,4.0,43.0,2019-06-19
Beach Break - Your Rockaway Home by the Sea,14437962176,unconfirmed,Riva,Queens,Rockaway Beach,40.58466,-73.81628,United States,US,1,moderate,Entire home/apt,2011,402.0,80.0,2.0,29.0,2019-07-01
Quiet Sunlit Bedroom w/ Private Bath in Brooklyn,17481142513,verified,Elissa,Brooklyn,Bushwick,40.70133,-73.92074,United States,US,1,strict,Private room,2010,235.0,47.0,3.0,45.0,2019-07-04
"Apt near ferry,verrazano brdg, RUMC,buses NYC wifi",43028127691,unconfirmed,Mostafa,Staten Island,Tompkinsville,40.6326,-74.09099,United States,US,1,strict,Entire home/apt,2021,162.0,32.0,1.0,36.0,2019-06-23
Amazing one bedroom - NYC Corporate Housing,97818902389,verified,Kyle,Manhattan,Kips Bay,40.74425,-73.97754,United States,US,1,flexible,Entire home/apt,2008,98.0,20.0,30.0,0.0,
@ Amazing Midtown Furnished  Apartment @,57553806593,verified,Kyle,Manhattan,Kips Bay,40.74454,-73.97579,United States,US,0,flexible,Entire home/apt,2007,715.0,143.0,30.0,0.0,
The Avalon,3925265314,verified,Joslyn And Pansy,Brooklyn,Brownsville,40.66959,-73.91204,United States,US,0,flexible,Private room,2019,606.0,121.0,3.0,3.0,2019-01-02
Private East Village Room With Great Light/Views,98612324972,verified,Kara,Manhattan,East Village,40.72081,-73.97921,United States,US,1,strict,Private room,2006,882.0,176.0,14.0,7.0,2019-06-13
Midwood townhouse,92089596581,unconfirmed,David,Brooklyn,Midwood,40.6155,-73.9522,United States,US,1,flexible,Private room,2011,661.0,132.0,2.0,12.0,2019-05-27
Bright Brooklyn Bedroom Close to Prospect Park,46140398842,unconfirmed,Erica,Brooklyn,South Slope,40.66185,-73.9821,United States,US,1,moderate,Private room,2020,691.0,138.0,2.0,16.0,2018-11-18
Bowery modern loft,74743449331,verified,Maytal And Ken,Manhattan,Lower East Side,40.72221,-73.99181,United States,US,0,strict,Entire home/apt,2003,700.0,140.0,2.0,0.0,
Convenient and Relaxing,83612922449,unconfirmed,Howard,Queens,Ridgewood,40.70055,-73.91013,United States,US,0,flexible,Private room,2007,992.0,198.0,2.0,47.0,2019-06-21
Irving Ave Bedroom Apartment,34101251631,unconfirmed,Simon,Brooklyn,Bushwick,40.69658,-73.90773,United States,US,1,strict,Private room,2008,127.0,25.0,14.0,1.0,2018-08-31
Traditional and cozy private room in best location,64080948086,unconfirmed,Andres,Manhattan,Hell's Kitchen,40.75516,-73.99603,United States,US,0,flexible,Private room,2014,702.0,140.0,3.0,35.0,2019-07-01
"Sunlit Large Bdrm heart of Astoria, 5min to Subway",41022518318,unconfirmed,Radu,Queens,Ditmars Steinway,40.77826,-73.91805,United States,US,1,strict,Private room,2021,1035.0,207.0,2.0,1.0,2018-04-28
"SUNNY HOMY ROOM CLOSE TO MANHATTAN,LGA/JFK AIRPORT",13666013667,unconfirmed,Miss. G.,Queens,Ditmars Steinway,40.77562,-73.91431,United States,US,0,moderate,Private room,2017,547.0,109.0,2.0,22.0,2019-06-23
Bushwick Awesome Apartment - 2,67962600111,unconfirmed,Anthony,Brooklyn,Bushwick,40.68608,-73.914,United States,US,1,moderate,Entire home/apt,2004,421.0,84.0,30.0,1.0,2018-04-29
Private bedroom in two bedroom apartment Brooklyn,60275713801,unconfirmed,Toun,Brooklyn,Crown Heights,40.67254,-73.91686,United States,US,0,strict,Private room,2004,655.0,131.0,2.0,23.0,2019-06-03
Small Comfortable Midtown Room,21661835333,verified,Anthony,Manhattan,Kips Bay,40.74233,-73.98031,United States,US,1,flexible,Private room,2004,478.0,96.0,30.0,3.0,2018-12-02
NEAR COLUMBIA PRESBYTERIAN HOSP Students/Visitors,16101352869,unconfirmed,Juliana,Manhattan,Washington Heights,40.84039,-73.93954,United States,US,0,moderate,Private room,2011,900.0,180.0,30.0,2.0,2019-05-19
Astoria bedroom with personality,66751021621,verified,Alexandria,Queens,Astoria,40.75452,-73.91458,United States,US,0,moderate,Private room,2008,631.0,126.0,6.0,7.0,2019-06-25
Comfortable bedroom in PLG,9200401716,unconfirmed,Tracy,Brooklyn,Prospect-Lefferts Gardens,40.65867,-73.9522,United States,US,1,strict,Private room,2004,133.0,27.0,1.0,0.0,
Comfy Cozy - 12 Minutes from Manhattan,6608806065,unconfirmed,Raisa,Queens,Woodside,40.74667,-73.90202,United States,US,0,moderate,Entire home/apt,2008,973.0,195.0,3.0,8.0,2019-01-01
Bushwick Brownstone Penthouse,14432338844,unconfirmed,Dustin,Brooklyn,Bushwick,40.69738,-73.92947,United States,US,0,strict,Entire home/apt,2009,528.0,106.0,3.0,46.0,2019-06-20
Midwood,36688621319,verified,Mark,Brooklyn,Midwood,40.62483,-73.97437,United States,US,0,strict,Private room,2015,268.0,54.0,3.0,1.0,2018-07-29
"Location, Location, Location! & A/C! :)",94177006386,unconfirmed,Donna,Brooklyn,Crown Heights,40.67014,-73.95342,United States,US,0,flexible,Private room,2009,582.0,116.0,1.0,13.0,2019-06-10
Cozy Ridgewood Apartment,6700714307,unconfirmed,Lynn,Queens,Ridgewood,40.71002,-73.90952,United States,US,0,flexible,Entire home/apt,2021,1143.0,229.0,3.0,14.0,2019-01-01
Staten Island retreat.,19584962369,verified,Anthony,Staten Island,Randall Manor,40.6416,-74.09861,United States,US,1,moderate,Private room,2016,482.0,96.0,10.0,2.0,2018-11-06
The East Village Home: The Cabin Room,383065373,verified,Roni,Manhattan,East Village,40.72607,-73.97631,United States,US,0,flexible,Private room,2020,445.0,89.0,1.0,67.0,2019-06-22
Historic Harlem Townhome,85404493286,unconfirmed,Karen,Manhattan,Harlem,40.80874,-73.94167,United States,US,0,strict,Entire home/apt,2016,1143.0,229.0,30.0,3.0,2019-04-30
NYC: Across from Central Park,92167659275,verified,David,Manhattan,East Harlem,40.79707,-73.94739,United States,US,0,moderate,Private room,2022,266.0,53.0,2.0,68.0,2019-06-23
Private 2 BR Mid-Century Modern Apt,63450946336,unconfirmed,Muneeba,Brooklyn,Sunset Park,40.66294,-73.99349,United States,US,0,flexible,Entire home/apt,2010,1164.0,233.0,2.0,48.0,2019-06-23
Charming 2 Bedroom in the Heart of Williamsburg,27007917763,unconfirmed,Daniel,Brooklyn,Williamsburg,40.71598,-73.95466,United States,US,0,flexible,Entire home/apt,2008,408.0,82.0,1.0,52.0,2019-07-02
A Place to Call HOME,44463631177,unconfirmed,Michael,Queens,Sunnyside,40.74567,-73.91881,United States,US,1,moderate,Private room,2011,643.0,129.0,1.0,0.0,
Shared Apartment 1 stop from Manhattan,6967700272,verified,Taylor,Queens,Long Island City,40.76003,-73.94111,United States,US,1,moderate,Shared room,2017,443.0,89.0,5.0,11.0,2019-05-16
Private room 1 block from Times Square/City Center,26308413457,verified,Bryan,Manhattan,Hell's Kitchen,40.75985,-73.99107,United States,US,0,moderate,Private room,2007,439.0,88.0,1.0,18.0,2019-06-07
"Comfortable Simplistic, 8th Av walk to destination",21139695244,verified,Jazmin,Manhattan,Harlem,40.82452,-73.94219,United States,US,0,flexible,Entire home/apt,2016,1089.0,218.0,2.0,23.0,2019-06-23
Heart of the City,94501670645,verified,Alexander M,Manhattan,Midtown,40.75864,-73.97035,United States,US,0,flexible,Entire home/apt,2017,860.0,172.0,30.0,7.0,2018-08-30
Private bed & bath in gorgeous midtown apartment,41190934428,verified,David,Manhattan,Hell's Kitchen,40.76511,-73.98762,United States,US,1,moderate,Private room,2017,1150.0,230.0,2.0,35.0,2019-06-27
Nice home in awesome Location,61452684874,verified,Andrea,Manhattan,Upper West Side,40.79694,-73.96268,United States,US,1,moderate,Private room,2012,292.0,58.0,2.0,17.0,2019-06-15
Cool comfy nest in EAST VILLAGE,44095985666,unconfirmed,Scar,Manhattan,East Village,40.72247,-73.98172,United States,US,0,strict,Private room,2013,1108.0,222.0,3.0,3.0,2018-06-10
South exposure Bay windows Loft studio,40879340116,verified,Ofir,Manhattan,Upper West Side,40.78245,-73.98355,United States,US,1,moderate,Entire home/apt,2013,825.0,165.0,30.0,0.0,
Lovely Shared Space in the Bronx,74832983241,verified,Luis,Bronx,Clason Point,40.81862,-73.8791,United States,US,0,moderate,Shared room,2021,360.0,72.0,1.0,26.0,2019-06-23
Brooklyn Home By The Pier,89492539048,verified,Karen,Brooklyn,Canarsie,40.63125,-73.88925,United States,US,1,flexible,Entire home/apt,2015,549.0,110.0,1.0,28.0,2019-06-30
"Sunny, Spacious, & Clean East Village One-Bedroom!",87654500339,unconfirmed,Marie,Manhattan,East Village,40.72531,-73.98187,United States,US,1,moderate,Entire home/apt,2003,242.0,48.0,3.0,9.0,2019-07-02
Wall Street Condo with Stunning Views,3310396156,unconfirmed,Vicki,Manhattan,Financial District,40.70598,-74.00761,United States,US,0,flexible,Entire home/apt,2009,836.0,167.0,30.0,0.0,
New York Home with a View,74040717210,unconfirmed,Fatimatou,Manhattan,East Harlem,40.79762,-73.94797,United States,US,1,strict,Private room,2005,619.0,124.0,1.0,16.0,2019-05-29
Williamsburg Pad,78818520613,verified,Vincent,Brooklyn,Williamsburg,40.70843,-73.96833,United States,US,1,moderate,Entire home/apt,2012,757.0,151.0,6.0,3.0,2019-06-06
Brooklyn sleepytime art studio,4578939778,verified,Benjamin,Brooklyn,Bedford-Stuyvesant,40.69403,-73.94487,United States,US,0,strict,Private room,2008,478.0,96.0,2.0,80.0,2019-06-28
family-style apartment,53663005583,unconfirmed,Manny,Bronx,Norwood,40.87816,-73.87213,United States,US,1,flexible,Entire home/apt,2010,558.0,112.0,3.0,20.0,2018-12-21
Duplex STUDIO With Sunset View,33349040974,verified,Alessandra,Manhattan,Greenwich Village,40.72911,-74.00001,United States,US,0,flexible,Entire home/apt,2011,392.0,78.0,4.0,6.0,2018-10-09
"Large, Private, Sunny Room 8 min to Subway -Harlem",35977805222,unconfirmed,Karen,Manhattan,East Harlem,40.80931,-73.93982,United States,US,0,strict,Private room,2004,88.0,18.0,4.0,8.0,2019-06-18
"Sunny Brooklyn room in new apt, 4 min to subway!",10528595476,unconfirmed,Flora,Brooklyn,Bedford-Stuyvesant,40.68133,-73.95433,United States,US,0,strict,Private room,2005,1049.0,210.0,6.0,1.0,2018-05-28
Stylish & Tranquil East Village Three Bedroom,88612073975,unconfirmed,Eric,Manhattan,East Village,40.72499,-73.98867,United States,US,1,flexible,Entire home/apt,2006,654.0,131.0,2.0,41.0,2019-05-17
"A place to sleep the night near NYC,RUMC, Brooklyn",39088073969,unconfirmed,Mostafa,Staten Island,Tompkinsville,40.63126,-74.0921,United States,US,0,flexible,Entire home/apt,2012,723.0,145.0,3.0,1.0,2018-07-16
Ctrl Park/Ts Square Private Room for 1 or 2 people,25028656648,unconfirmed,Clark,Manhattan,Hell's Kitchen,40.7659,-73.98557,United States,US,0,strict,Private room,2016,113.0,23.0,1.0,17.0,2018-08-26
Hermoso Penthouse con terraza privada.,92771456329,verified,Any,Queens,Woodside,40.74312,-73.91185,United States,US,1,flexible,Private room,2013,338.0,68.0,1.0,25.0,2019-06-17
Quiet cave crash spot (check in is at 10pm.),50656196346,verified,Tyni,Manhattan,Harlem,40.79892,-73.95139,United States,US,0,flexible,Shared room,2003,279.0,56.0,1.0,49.0,2019-06-23
"Two Bedroom Apartment in Ridgewood, near the train",7460117664,verified,Andrew,Queens,Ridgewood,40.70653,-73.91598,United States,US,1,strict,Entire home/apt,2005,305.0,61.0,7.0,10.0,2019-05-31
Gorgeous apartment in Brooklyn,66950292538,unconfirmed,Rochi,Brooklyn,Crown Heights,40.6682,-73.95261,United States,US,1,moderate,Entire home/apt,2019,695.0,139.0,3.0,36.0,2019-07-07
Spacious Private Basement Apartment,58352847575,verified,Michael,Bronx,Wakefield,40.88764,-73.8558,United States,US,1,moderate,Entire home/apt,2012,723.0,145.0,2.0,38.0,2019-06-19
SUMMER DEAL,22979177005,unconfirmed,Ro,Manhattan,Stuyvesant Town,40.73082,-73.98023,United States,US,1,flexible,Entire home/apt,2010,486.0,97.0,30.0,2.0,2018-06-30
Your Best NY location,460277677,verified,Sabrina,Manhattan,East Village,40.7232,-73.98758,United States,US,1,flexible,Private room,2009,798.0,160.0,2.0,3.0,2018-05-28
Brooklyn House of Light,96372907045,unconfirmed,Sam,Brooklyn,Windsor Terrace,40.64801,-73.97391,United States,US,1,strict,Entire home/apt,2021,113.0,23.0,3.0,2.0,2018-08-13
NYC HUB HOME: Train @ 900ft; midtown 30min!,18502780515,unconfirmed,Jeff,Queens,Jamaica,40.70887,-73.78275,United States,US,0,strict,Entire home/apt,2004,1184.0,237.0,2.0,23.0,2019-05-05
9th Ave Apartment in the heart of Manhattan NYC!,22257750502,unconfirmed,Clark,Manhattan,Hell's Kitchen,40.76752,-73.98641,United States,US,0,moderate,Entire home/apt,2013,230.0,46.0,3.0,71.0,2019-07-03
Brooklyn Leisure Lounge,27905014250,unconfirmed,Matthew,Brooklyn,Bushwick,40.70434,-73.91935,United States,US,0,flexible,Entire home/apt,2014,1107.0,221.0,2.0,19.0,2019-06-16
Sunny Room in Park Slope,71165654383,verified,Jason,Brooklyn,South Slope,40.66807,-73.9906,United States,US,0,flexible,Private room,2022,778.0,156.0,5.0,7.0,2019-05-10
A spacious 1 bdrm park apartment to yourself,38806622659,unconfirmed,Nathan,Manhattan,Inwood,40.8622,-73.93039,United States,US,0,flexible,Entire home/apt,2011,498.0,100.0,6.0,2.0,2018-05-30
GORGEOUS LARGE BEDROOM,42166933773,unconfirmed,Lolita,Queens,Astoria,40.76962,-73.92477,United States,US,1,flexible,Private room,2008,1017.0,203.0,2.0,4.0,2018-06-23
BRIGHT PRIVATE BEDROOM,97909760946,verified,Lolita,Queens,Astoria,40.76956,-73.9243,United States,US,1,moderate,Private room,2010,189.0,38.0,1.0,48.0,2019-06-16
Flatbush pad Sleeps 6 MANHATTAN 30 min Away!,92170082922,unconfirmed,Alejandro,Brooklyn,Flatbush,40.63556,-73.95076,United States,US,0,flexible,Entire home/apt,2012,754.0,151.0,2.0,34.0,2019-04-25
TIGER’S REST,39368405804,unconfirmed,Maria,Brooklyn,Bushwick,40.68161,-73.90717,United States,US,0,moderate,Entire home/apt,2022,375.0,75.0,2.0,41.0,2019-06-24
Contemporary Home in the Heart of Bed-Stuy,31097125759,unconfirmed,Elissa,Brooklyn,Bedford-Stuyvesant,40.68957,-73.94445,United States,US,0,strict,Entire home/apt,2008,1080.0,216.0,3.0,9.0,2019-01-30
Affordable 1-bedroom apt in private house,94103831190,verified,Julie,Brooklyn,East Flatbush,40.65056,-73.94994,United States,US,0,strict,Entire home/apt,2017,382.0,76.0,2.0,14.0,2018-07-28
El jardín del Edén,49707023592,unconfirmed,Merly,Manhattan,Washington Heights,40.83418,-73.94088,United States,US,0,strict,Shared room,2020,146.0,29.0,1.0,8.0,2018-11-12
Stylish Design Apartment in the Heart of Brooklyn,73560160540,verified,Celia,Brooklyn,Bedford-Stuyvesant,40.6937,-73.94674,United States,US,1,strict,Entire home/apt,2007,910.0,182.0,2.0,14.0,2019-05-31
Cozy Hidden Gem Near All,80346677556,verified,Sam,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.96209,United States,US,1,moderate,Entire home/apt,2004,658.0,132.0,3.0,53.0,2019-06-13
Heart of Lower East Side,64887335168,unconfirmed,Vito & Miriam,Manhattan,Lower East Side,40.7157,-73.98864,United States,US,0,flexible,Entire home/apt,2018,583.0,117.0,2.0,50.0,2019-07-05
Trendy Stylish Chic Loft in Greenpoint!,66173382432,unconfirmed,Michael,Brooklyn,Greenpoint,40.72672,-73.94054,United States,US,1,flexible,Shared room,2010,894.0,179.0,3.0,4.0,2018-07-05
Brooklyn — The Perfect Air BnB Experience,73881504399,verified,Jason,Brooklyn,Bushwick,40.70182,-73.92922,United States,US,0,flexible,Private room,2019,724.0,145.0,1.0,8.0,2019-05-12
Room B Close to NYU Langone H/Metro station,93552342563,unconfirmed,Jason,Brooklyn,Sunset Park,40.64193,-74.01483,United States,US,0,strict,Private room,2006,1029.0,206.0,1.0,11.0,2019-05-28
Studio Loft for Rent in Cool Building,17953068698,verified,Mutaurwa,Brooklyn,Bushwick,40.69796,-73.93563,United States,US,1,flexible,Entire home/apt,2021,596.0,119.0,5.0,1.0,2018-08-06
Cozy and clean private room in  East Williamsburg,2851454703,verified,Gabriel,Brooklyn,Williamsburg,40.70666,-73.94379,United States,US,0,strict,Private room,2008,724.0,145.0,4.0,4.0,2019-03-16
Beautiful Modern and Cosy 1BR in Chelsea,58615014700,unconfirmed,Benoit,Manhattan,Chelsea,40.75254,-73.99471,United States,US,1,moderate,Entire home/apt,2008,52.0,10.0,3.0,2.0,2018-09-22
Clean comfy couch -2 blocks from train station,9001294929,unconfirmed,Briane,Brooklyn,East Flatbush,40.63654,-73.94862,United States,US,0,moderate,Shared room,2019,827.0,165.0,1.0,1.0,2018-09-02
A plus,87418378549,verified,Ron,Manhattan,Harlem,40.8175,-73.95234,United States,US,0,flexible,Private room,2003,746.0,149.0,1.0,39.0,2019-07-01
Amazing Studio at the Time Square/52B,89360023999,verified,Irina,Manhattan,Hell's Kitchen,40.76291,-73.99327,United States,US,1,flexible,Entire home/apt,2016,151.0,30.0,30.0,3.0,2019-06-30
Studio with a view,68336465438,verified,Svetlana,Manhattan,Kips Bay,40.73807,-73.98091,United States,US,1,strict,Entire home/apt,2006,355.0,71.0,4.0,2.0,2018-09-30
Fort Greene Brownstone Apartment for 6,17558231057,verified,Deborah,Brooklyn,Fort Greene,40.68957,-73.97449,United States,US,0,strict,Entire home/apt,2006,735.0,147.0,2.0,31.0,2019-05-27
Shared Hotel Room; For Short Stay,44869227991,unconfirmed,Hugo,Queens,Long Island City,40.75246,-73.94003,United States,US,1,moderate,Shared room,2014,348.0,70.0,1.0,0.0,
"Cozy Basement Studio in the Heart of Harlem, NYC",16156073504,verified,Brayan,Manhattan,Harlem,40.80863,-73.95503,United States,US,1,flexible,Entire home/apt,2019,498.0,100.0,2.0,68.0,2019-06-23
Beautiful and Huge Room in Brooklyn,34902606449,verified,Susana,Brooklyn,Crown Heights,40.66433,-73.93438,United States,US,1,strict,Private room,2015,957.0,191.0,13.0,2.0,2018-07-31
Charming Newly Renovated West Village Apartment,45023004943,verified,Leah,Manhattan,Greenwich Village,40.72975,-74.00157,United States,US,0,flexible,Entire home/apt,2015,315.0,63.0,3.0,18.0,2019-07-01
Quiet and Friendly,8770922540,verified,Victoria,Manhattan,Murray Hill,40.74943,-73.97279,United States,US,1,flexible,Private room,2009,804.0,161.0,4.0,3.0,2018-08-14
Beautiful Apartment,77668069093,unconfirmed,Fabiola,Brooklyn,Bedford-Stuyvesant,40.68622,-73.9395,United States,US,0,moderate,Private room,2012,176.0,35.0,2.0,4.0,2018-06-19
Private Cozy Room on Thompson Street,88622846190,verified,Mickael,Manhattan,Greenwich Village,40.72783,-74.00102,United States,US,0,strict,Private room,2010,811.0,162.0,7.0,44.0,2019-06-23
MiniArtHotel|CentralParkUESManhattan|SingleCouple,56268280140,verified,Ying,Manhattan,Upper East Side,40.78237,-73.95226,United States,US,1,moderate,Private room,2005,584.0,117.0,2.0,35.0,2019-06-14
SEMI STUDIO IN 2bdrm apt PRIVATE Bath,23318760799,unconfirmed,Mike&Mavi,Manhattan,Harlem,40.82347,-73.95452,United States,US,0,strict,Private room,2004,935.0,187.0,5.0,4.0,2019-06-01
"HUGE 1,000 Sq Foot Apt in MANHATTAN by 1 train!!",91790389885,verified,Pooja,Manhattan,Washington Heights,40.85522,-73.93271,United States,US,1,moderate,Entire home/apt,2005,512.0,102.0,1.0,24.0,2019-07-04
